Título;Ano;Nota IMDb;Gênero;País de Origem;Idioma;;;;;
The Taste of Things;2023;7,4;FeelGood Romance, Period Drama, Drama, History, Romance;France, Belgium;French;;;;;
Tu Jhoothi Main Makkaar;2023;6;Romantic Comedy, Comedy, Romance;India;Hindi, English;;;;;
Coup!;2023;6,1;Comedy, Thriller;United States;English;;;;;
SOMM: Cup of Salvation;2023;8;Documentary;United States;English;;;;;
Chicken for Linda!;2023;7,1;Animation, Comedy, Musical;France, Italy;French, Italian;;;;;
Leave the World Behind;2023;6,4;Psychological Thriller, Drama, Mystery, Thriller;United States;English;;;;;
Murder Mystery 2;2023;5,7;Buddy Comedy, Bumbling Detective, Cozy Mystery, Slapstick, Action, Adventure, Comedy, Crime, Mystery, Romance;United States;English;;;;;
Notorious;2009;6,7;True Crime, Biography, Crime, Drama, Music;United States;English;;;;;
The Girl with the Dragon Tattoo;2009;7,8;Serial Killer, Crime, Drama, Mystery, Thriller;Sweden, Denmark, Germany, Norway, Spain;Swedish, English;;;;;
Play the Game;2009;6,3;Comedy, Romance;United States;English;;;;;
The Oscar Nominated Short Films 2009: Live Action;2009;7,6;;United States, Switzerland, Denmark, France, Ireland;English;;;;;
Alamar;2009;7,2;Documentary, Drama;Mexico;Spanish, Italian;;;;;
Orgasm Inc.;2009;5,9;Documentary;United States;English;;;;;
The Temptation of St. Tony;2009;7,1;Drama, Fantasy, Mystery;Estonia, Finland, Sweden, France;Estonian, Russian, English, French, German;;;;;
Sikandar;2009;6,3;Crime, Drama, Mystery, Thriller;India;Hindi, Urdu;;;;;
Tarzan the Ape Man;1981;3,5;Jungle Adventure, Adventure, Drama;United States;English;;;;;
Fort Apache the Bronx;1981;6,7;Crime, Drama;United States;English, Spanish;;;;;
Deadly Blessing;1981;5,5;Slasher Horror, Horror, Thriller;United States;English;;;;;
Buddy Buddy;1981;6,5;Comedy;United States;English;;;;;
The Professional;1981;7,4;Action, Crime, Drama, Thriller;France;French;;;;;
Tales of Ordinary Madness;1981;6,7;Drama;Italy, France;English;;;;;
Buddy Goes West;1981;6,5;Parody, Spaghetti Western, Comedy, Western;Italy;Italian;;;;;
The Escapees;1981;5,3;Adventure, Drama, Horror;France;French;;;;;
Pacific Banana;1981;4,5;Comedy;Australia;English;;;;;
Sailor Suit and Machine Gun;1981;6,4;Action, Romance;Japan;Japanese;;;;;
Night of the Zombies;1981;2,7;Horror, SciFi;United States;English;;;;;
SOPOR;1981;5,3;Parody, Satire, Comedy;Sweden;Swedish;;;;;
Bordello;1981;5,5;Adventure, Comedy, Drama, Western;Mexico, Spain;Spanish;;;;;
Hotel Transylvania 2;2015;6,6;Computer Animation, Supernatural Fantasy, Adventure, Animation, Comedy, Family, Fantasy;United States, Canada;English;;;;;
Black Mass;2015;6,8;Gangster, True Crime, Biography, Crime, Drama;United States, United Kingdom;English;;;;;
Pan;2015;5,7;Fairy Tale, Slapstick, Swashbuckler, Adventure, Comedy, Family, Fantasy;United States, United Kingdom, Australia, India;English;;;;;
I;2015;7,4;Action, Drama, Romance, SciFi, Thriller;India;Tamil;;;;;
Hamlet;2015;8,4;Drama;United Kingdom;English;;;;;
Road Hard;2015;6;StandUp, Comedy;United States;English;;;;;
Vita Activa: The Spirit of Hannah Arendt;2015;7,3;Documentary;Israel, Canada, Germany;English, German, Hebrew, French;;;;;
The Forever Purge;2021;5,4;Contemporary Western, Action, Crime, Horror, Thriller, Western;United States, Mexico;English, Spanish;;;;;
Who We Are: A Chronicle of Racism in America;2021;7,7;Documentary;United States;English;;;;;
Chompy & the Girls;2021;5,4;Comedy, Horror;United States;English;;;;;
Skidoo;1968;4,7;Comedy;United States;English;;;;;
The Wicked Dreams of Paula Schultz;1968;4,5;Comedy;United States;English;;;;;
I Am Curious (Blue);1968;6;Drama;Sweden;Swedish, English, French;;;;;
Three Poplars on Plyuschikha Street;1968;7,8;Romance;Soviet Union;Russian, Uzbek;;;;;
Angels from Hell;1968;4,9;Action;United States;English;;;;;
A Sky Full of Stars for a Roof;1968;5,9;Spaghetti Western, Comedy, Western;Italy;Italian;;;;;
Uno straniero a Paso Bravo;1968;5,8;Spaghetti Western, Western;Italy, Spain;Italian;;;;;
The Accountant;2016;7,3;Conspiracy Thriller, Martial Arts, OnePerson Army Action, Action, Crime, Drama, Thriller;United States;English, Indonesian, French;;;;;
Norm of the North;2016;3,4;Computer Animation, Slapstick, Adventure, Animation, Comedy, Family;United States, India, Ireland, China;English;;;;;
Your Name.;2016;8,4;Anime, Shjo, Animation, Drama, Fantasy, Romance;Japan;Japanese;;;;;
The Neon Demon;2016;6,1;Psychological Horror, Horror, Thriller;United States, Belgium, Denmark, France;English;;;;;
AmeriGeddon;2016;3,8;Action, Adventure, Drama, Thriller, War, Western;United States;English;;;;;
Aida's Secrets;2016;7,2;Documentary;Germany, Israel, Canada, United States;English, Hebrew;;;;;
Other People;2016;6,8;Dark Comedy, Comedy, Drama;United States;English;;;;;
Chapter & Verse;2016;6,4;Drama;United States;English;;;;;
Buster's Mal Heart;2016;6,1;Conspiracy Thriller, Crime, Drama, Mystery, Thriller;United States;English, Spanish;;;;;
Norman Lear: Just Another Version of You;2016;7,3;Biography, Documentary, History;United States;English;;;;;
A Melody to Remember;2016;7,1;Action, Drama, War;South Korea;Korean;;;;;
Germans & Jews;2016;7,6;Documentary;United States;English;;;;;
Sweet Sixteen;2016;4,8;Drama, Romance;China;Chinese;;;;;
Radio Dreams;2016;6,1;Comedy, Drama;United States, Iran;Persian, English, Assyrian NeoAramaic, Dari;;;;;
Papa;2016;6,2;Comedy, Drama, Family;China;Mandarin, English;;;;;
They Call Us Monsters;2016;7;Documentary;United States;English;;;;;
The Score;2001;6,8;Heist, Crime, Drama, Thriller;United States, Germany, Canada;English, French;;;;;
Saving Silverman;2001;5,9;Romantic Comedy, Slapstick, Comedy, Crime, Romance;United States, Australia;English, Thai;;;;;
Max Keeble's Big Move;2001;5,4;Action, Comedy, Crime, Family;United States;English;;;;;
Dark Blue World;2001;7,1;Action, Drama, Romance, War;Czech Republic, United Kingdom, Germany, Denmark, Italy, France, United States;Czech, German, English, Slovak;;;;;
Promises;2001;8,3;Documentary;United States;English, Arabic, Hebrew;;;;;
High Heels and Low Lifes;2001;6,1;Satire, Action, Comedy, Crime, Drama, Romance;United Kingdom, United States;English;;;;;
How I Killed My Father;2001;6,9;Drama, Thriller;Spain, France;French;;;;;
The Trumpet of the Swan;2001;5;Animation, Drama, Family, Musical;United States, India;English;;;;;
Spooky House;2001;5,1;Comedy, Family;United States;English;;;;;
Dagon;2001;6,2;Body Horror, Dark Comedy, Folk Horror, Fantasy, Horror, Mystery;Spain;English, Galician, Spanish;;;;;
Shredder;2001;4,6;Parody, Slasher Horror, Teen Horror, Comedy, Horror;United States;English;;;;;
Blue Hill Avenue;2001;6,3;Crime, Drama;United States;English;;;;;
The Return of the Living Dead;1985;7,3;Dark Comedy, Supernatural Horror, Teen Horror, Zombie Horror, Comedy, Horror, SciFi;United States;English;;;;;
Colonel Redl;1985;7,4;Historical Epic, Period Drama, Biography, Drama, History;Hungary, West Germany, Austria;German, English, Hungarian, French;;;;;
The Stuff;1985;5,9;Dark Comedy, Comedy, Horror, SciFi;United States;English;;;;;
Mad Love;1985;6;Comedy, Drama, Romance;France;French;;;;;
Tokyo-Ga;1985;7,3;Documentary;United States, West Germany;English, Japanese, German;;;;;
Adieu Bonaparte;1985;6,2;Drama, History, War;Egypt, France;French, Arabic;;;;;
She'll Be Wearing Pink Pyjamas;1985;5,3;Comedy;United Kingdom;English;;;;;
Promisiuni;1985;7,5;Comedy, Drama;Romania;Romanian;;;;;
Space Jam;1996;6,5;Animal Adventure, Basketball, HandDrawn Animation, HighConcept Comedy, Satire, Slapstick, Space SciFi, Adventure, Animation, Comedy;United States;English;;;;;
Romeo + Juliet;1996;6,7;Romantic Epic, Teen Romance, Tragedy, Tragic Romance, Drama, Romance;United States, Mexico, Australia, Canada;English;;;;;
A Very Brady Sequel;1996;5,9;Parody, Satire, Slapstick, Comedy;United States;English;;;;;
If Lucy Fell;1996;4,9;Comedy, Romance;United States;English;;;;;
Head Above Water;1996;6;Dark Comedy, Comedy, Thriller;United States;English;;;;;
The Sunchaser;1996;6,1;Crime, Drama;United States;English, Navajo;;;;;
Forest Warrior;1996;3,6;Superhero, Action, Adventure, Comedy, Family, Western;United States;English;;;;;
Khilona;1996;7,3;Drama, Romance;India;Hindi;;;;;
The Holy Mountain;1973;7,7;Adventure, Drama, Fantasy;Mexico;Spanish;;;;;
The Fate of Lee Khan;1973;7,2;Action, Drama;Hong Kong, Taiwan;Mandarin;;;;;
Tom Sawyer;1973;6,4;Adventure, Family, Musical;United States;English;;;;;
The Baby;1973;6,1;Drama, Horror, Thriller;United States;English;;;;;
The Last American Hero;1973;6,4;Motorsport, Drama, Sport;United States;English;;;;;
Death Smiles on a Murderer;1973;5,7;Horror, Mystery, Romance, Thriller;Italy;Italian;;;;;
Horror Hospital;1973;5,3;Dark Comedy, Comedy, Horror, SciFi;United Kingdom;English;;;;;
Count Dracula's Great Love;1973;5,2;Horror;Spain;Spanish;;;;;
Bell from Hell;1973;5,6;Horror, Thriller;Spain, France;Spanish, English;;;;;
Nirmalyam;1973;8;Drama;India;Malayalam;;;;;
Steelyard Blues;1973;5,3;Caper, Comedy, Crime;United States;English;;;;;
Slaughter's Big Rip-Off;1973;5,8;Action, Crime, Drama, Thriller;United States;English;;;;;
Santee;1973;5,7;Spaghetti Western, Drama, Western;United States;English;;;;;
Twins from Immen Farm;1973;4,4;Drama, Family;West Germany;German;;;;;
Abhimaan;1973;7,8;Drama, Musical;India;Hindi;;;;;
The Pawnbroker;1964;7,6;Drama;United States;English, Spanish, German;;;;;
Roustabout;1964;6;Drama, Music, Musical, Romance;United States;English;;;;;
Diary of a Chambermaid;1964;7,4;Crime, Drama;France, Italy;French;;;;;
Children of the Damned;1964;6,2;Supernatural Horror, Drama, Horror, Mystery, SciFi;United Kingdom;English, Russian;;;;;
The Confession;1964;3,7;Comedy, Drama;United States;English;;;;;
Revenge;1964;7,6;Samurai, Action, Drama;Japan;Japanese;;;;;
Youngblood Hawke;1964;6,1;Drama;United States;English, French;;;;;
Einer frisst den anderen;1964;5,4;Caper, Giallo, Adventure, Crime, Drama, Thriller;West Germany, Italy, Liechtenstein;English;;;;;
Gazal;1964;7,4;Drama, Musical, Romance;India;Urdu;;;;;
Leader;1964;7,2;Comedy, Romance, Thriller;India;Hindi;;;;;
Black Sun;1964;6,7;Crime, Music, Thriller;Japan;Japanese, English;;;;;
Khandan;1965;6,7;Drama;India;Hindi;;;;;
The Pleasures of the Flesh;1965;6,9;Dark Comedy, Crime, Drama;Japan;Japanese;;;;;
Satan's Bed;1965;4,4;Crime, Drama, Horror;United States;English;;;;;
Pinocchio in Outer Space;1965;5,7;Adventure, Animation, Family, Fantasy, SciFi;Belgium, United States;English;;;;;
Crime on a Summer Morning;1965;6,3;Crime, Drama;France, Spain, Italy;English, Spanish, French;;;;;
I due parà;1965;5,8;Parody, Comedy, War;Italy, Spain;Italian, English;;;;;
The Deceased;1965;7,6;Drama;Brazil;Portuguese;;;;;
Wild on the Beach;1965;3,6;Comedy;United States;English;;;;;
Agent 3S3: Passport to Hell;1965;5,4;Adventure;Italy, France, Spain;Italian;;;;;
Good Times, Wonderful Times;1965;6,9;Docudrama, Documentary, Drama, War;United States;English;;;;;
The Big Bird Cage;1972;5,9;Action, Crime, Drama;Philippines, United States;English;;;;;
Alice's Adventures in Wonderland;1972;5,7;Adventure, Family, Fantasy, Musical;United Kingdom;English;;;;;
Quel gran pezzo della Ubalda tutta nuda e tutta calda;1972;5,1;Slapstick, Comedy;Italy;Italian;;;;;
Cancel My Reservation;1972;4,9;Comedy, Mystery;United States;English;;;;;
Porno no teiô: Shisshin toruko furo;1972;7;Crime;Japan;Japanese;;;;;
Dirty Little Billy;1972;6,2;Biography, Drama, Western;United States;English;;;;;
Dr. Jekyll vs. The Werewolf;1972;5,6;Horror;Spain;English, Spanish;;;;;
The Legend of Hillbilly John;1972;5,7;Drama, Fantasy, Horror;United States;English;;;;;
The Mattei Affair;1972;7,6;Biography, Drama, Mystery;Italy;Italian, English;;;;;
Step Up 2: The Streets;2008;6,2;Drama, Music, Romance;United States;English, Russian;;;;;
First Sunday;2008;4,6;Caper, Dark Comedy, Slapstick, Comedy, Crime, Drama;United States;English;;;;;
Over Her Dead Body;2008;5,3;Comedy, Fantasy, Romance;United States;English;;;;;
Choke;2008;6,4;Dark Comedy, Comedy, Drama;United States;English;;;;;
Is Anybody There?;2008;6,6;Drama;United Kingdom, United States;English;;;;;
New York, I Love You;2008;6,2;Romantic Comedy, Comedy, Drama, Romance;United States, Bahrain;English, French, Cantonese, Yiddish;;;;;
The 2007 Academy Award Nominated Short Films: Live Action;2008;6,9;;United States, Denmark, Italy, France, United Kingdom;English;;;;;
The Promotion;2008;5,6;Buddy Comedy, Satire, Comedy;United States;English, Spanish;;;;;
Killing Kasztner;2008;7,2;Documentary;United States;English, Hebrew;;;;;
Cloud 9;2008;6,6;Drama, Romance;Germany;German;;;;;
La Bohème;2008;7,2;Music, Musical, Romance;Austria, Germany;Italian;;;;;
The Golden Boys;2008;6;Comedy, Romance;United States;English;;;;;
The Village Barbershop;2008;6,8;Comedy, Drama;United States;English;;;;;
Hulk;2003;5,6;Kaiju, OnePerson Army Action, Superhero, Action, SciFi;United States;English, Spanish;;;;;
A Mighty Wind;2003;7,2;Mockumentary, Satire, Comedy, Music;United States;English, Yiddish;;;;;
Gods and Generals;2003;6,2;Costume Drama, Epic, Period Drama, War Epic, Biography, Drama, History, War;United States;English;;;;;
Main Prem Ki Diwani Hoon;2003;3,8;Comedy, Drama, Musical, Romance;India;Hindi, English;;;;;
The Blind Swordsman: Zatoichi;2003;7,4;Samurai, Action, Comedy, Crime, Drama, Thriller;Japan;Japanese;;;;;
My Life Without Me;2003;7,4;Drama, Romance;Spain, Canada;English;;;;;
I Am David;2003;7,1;Adventure, Drama;United Kingdom, United States;English;;;;;
His Brother;2003;6,9;Drama, Romance;France;French;;;;;
A Talking Picture;2003;6,6;Comedy, Drama, History, War;Portugal, France, Italy;Portuguese, French, Italian, English, Greek;;;;;
A Good Lawyer's Wife;2003;6,1;Drama, Romance;South Korea;Korean;;;;;
As Good as It Gets;1997;7,7;Romantic Comedy, Comedy, Drama, Romance;United States;English;;;;;
The Game;1997;7,7;Conspiracy Thriller, Psychological Drama, Psychological Thriller, Suspense Mystery, Tragedy, Drama, Mystery, Thriller;United States;English, Cantonese, German, Spanish, Thai;;;;;
Gone Fishin';1997;4,8;Buddy Comedy, Slapstick, Comedy, Crime;United States;English;;;;;
The Ice Storm;1997;7,3;Drama;France, United States;English;;;;;
Gang Related;1997;6,4;Action, Crime, Drama, Romance, Thriller;United States;English;;;;;
Anna Karenina;1997;6,3;Drama, Romance;United Kingdom, Russia, United States;English, Russian;;;;;
Firelight;1997;7,2;Period Drama, Drama, Romance;United Kingdom, United States;English, French;;;;;
Prefontaine;1997;6,8;Biography, Drama, Romance, Sport;United States;English;;;;;
Cold Around the Heart;1997;5,2;Crime, Drama, Thriller;United States;English;;;;;
Beyond Barbed Wire;1997;8,2;Documentary, History, War;United States;English;;;;;
Kummeli Kultakuume;1997;7,2;Adventure, Comedy;Finland;Finnish, German, Swedish;;;;;
Gupt: The Hidden Truth;1997;7,3;Action, Crime, Mystery, Romance, Thriller;India;Hindi;;;;;
Deadly Instincts;1997;3,2;Horror, SciFi;United Kingdom;English;;;;;
Pervirella;1997;4,2;Adventure, Comedy;United Kingdom;English;;;;;
Home from the Hill;1960;7,4;Drama, Romance;United States;English;;;;;
Blood and Roses;1960;6,5;Drama, Horror, Romance;France, Italy;French;;;;;
Stowaway in the Sky;1960;6,6;Adventure, Family;France;French;;;;;
Knights of the Teutonic Order;1960;6,9;Adventure, Drama, History, Romance, War;Poland;Polish;;;;;
Chhalia;1960;6,6;Musical, Romance;India;Hindi;;;;;
Pay or Die!;1960;6,9;Biography, Crime, Drama;United States;English, Italian;;;;;
Passport to China;1960;5,2;Adventure, Drama;United Kingdom;Chinese, Cantonese, English;;;;;
Genitori in blue-jeans;1960;5,6;Comedy;Italy;Italian;;;;;
Ghar Ki Laj;1960;3,7;Drama, Family;India;Hindi;;;;;
Ich zähle täglich meine Sorgen;1960;5,7;Comedy, Musical;West Germany;German;;;;;
Who's the Man?;1993;5,3;Comedy, Drama, Mystery, Thriller;United States;English;;;;;
Little Buddha;1993;6,1;Drama;France, Liechtenstein, United Kingdom;English;;;;;
Kalifornia;1993;6,7;Dark Comedy, Road Trip, Serial Killer, Crime, Drama, Thriller;United States;English;;;;;
Sankofa;1993;7;Drama;United States, Ghana, Burkina Faso, United Kingdom, Germany, Ethiopia;Akan, English;;;;;
The War Room;1993;7,4;Political Documentary, Documentary, History;United States;English, American Sign Language, Portuguese;;;;;
Golden Gate;1993;5,3;Crime, Drama;United States;English;;;;;
Body Melt;1993;5,3;Body Horror, Dark Comedy, Tragedy, Comedy, Horror, SciFi;Australia;English;;;;;
Witchboard 2;1993;5;Horror, Mystery;United States;English;;;;;
Over the Line;1993;4,2;Drama, Thriller;United States;English;;;;;
The Immortal Aunt;1993;6;Comedy, Fantasy;Czech Republic;Czech;;;;;
Fiorile;1993;6,8;Drama;Italy, France, Germany;Italian, French;;;;;
Frauds;1993;5,9;Comedy, Crime, Thriller;Australia;English;;;;;
The Rebel;1993;5,1;Drama;Italy;Italian;;;;;
Unfriended: Dark Web;2018;6;Cyber Thriller, Found Footage Horror, Psychological Horror, Slasher Horror, Supernatural Horror, Teen Horror, Horror, Mystery, Thriller;United States, Russia;English, American Sign Language, Indonesian;;;;;
Unbroken: Path to Redemption;2018;5,8;Biography, Drama, History;United States;English, Italian;;;;;
Simmba;2018;5,5;Cop Drama, OnePerson Army Action, Action, Crime, Drama;India;Hindi, Marathi, English;;;;;
Arctic;2018;6,8;Survival, Adventure, Drama;United States, Iceland;English, Danish;;;;;
The Fall of the American Empire;2018;6,9;Comedy, Crime, Drama;Canada;French, English, Latin;;;;;
The World Before Your Feet;2018;7,4;Documentary;United States;English;;;;;
What Women Want;2000;6,5;HighConcept Comedy, Romantic Comedy, Comedy, Fantasy, Romance;United States;English;;;;;
Unbreakable;2000;7,3;Drama, Mystery, SciFi, Thriller;United States;English;;;;;
Vertical Limit;2000;6;Mountain Adventure, Survival, Action, Adventure, Drama, Sport, Thriller;United States, Germany;English, Urdu;;;;;
American Psycho;2000;7,6;Dark Comedy, Psychological Drama, Psychological Horror, Serial Killer, Slasher Horror, Workplace Drama, Crime, Drama, Horror;United States;English, Spanish, Cantonese;;;;;
The House of Mirth;2000;7;Costume Drama, Period Drama, Drama, Romance;United Kingdom, France, Germany, United States;English, French, German;;;;;
The Taste of Others;2000;7,2;Comedy, Drama, Romance;France;French, English;;;;;
Live Nude Girls Unite!;2000;6,3;Documentary;United States;English;;;;;
Better Than Sex;2000;6,3;Comedy, Drama, Romance;Australia, France;English;;;;;
Battle Royale;2000;7,5;Action Epic, Survival, Tragedy, Adventure, Drama, Thriller;Japan;Japanese, English;;;;;
